qid,video,question,type_code,relation_from_type,relation_from_lexical,relation_final,relation_disagreement,extraction_status,anchor_clause,target_entity,query_roles,query_texts,seed_texts,fallback_reason,n_text_embeddings,n_seed_queries,subject_prepended,head_form,v2_fallback_reason,v2_texts,sample_reason,human_label_anchor_ok,human_label_relation_ok,human_notes
5,8313365386,what does the lady do near the end after she leaned forward and viewed the picture,TN,AFTER,AFTER,AFTER,0,clause_extracted,she leaned forward and viewed the picture,,"[""original"", ""anchor_primary""]","[""what does the lady do near the end after she leaned forward and viewed the picture"", ""a video frame showing she leaned forward and viewed the picture""]","[""what does the lady do near the end after she leaned forward and viewed the picture"", ""a video frame showing she leaned forward and viewed the picture""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the lady do near the end after she leaned forward and viewed the picture"", ""what does the lady do near the end after she leaned forward and viewed the picture""]",stratified_TN,,,
1,6413546609,what does the person on the right do after throwing all the cards on the floor,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person on the right throwing all the cards on the floor,the person on the right,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the person on the right do after throwing all the cards on the floor"", ""a video frame showing the person on the right throwing all the cards on the floor"", ""a video frame showing the person on the right""]","[""what does the person on the right do after throwing all the cards on the floor"", ""a video frame showing the person on the right throwing all the cards on the floor""]",,3,2,1,what_do,,"[""a video frame showing person on the right throwing all the cards on the floor"", ""a video frame showing person on the right""]",stratified_TN,,,
9,10607095936,what does the lady do after the man in red vest finishes talking at the end,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man in red vest finishes talking,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the lady do after the man in red vest finishes talking at the end"", ""a video frame showing the man in red vest finishes talking"", ""a video frame showing the lady""]","[""what does the lady do after the man in red vest finishes talking at the end"", ""a video frame showing the man in red vest finishes talking""]",,3,2,0,what_do,,"[""a video frame showing lady the man in red vest finishes talking at the end"", ""a video frame showing lady""]",stratified_TN,,,
7,8224504302,what does the man in black do after shaking his hand near his mouth in the middle,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man in black shaking his hand near his mouth,the man in black,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in black do after shaking his hand near his mouth in the middle"", ""a video frame showing the man in black shaking his hand near his mouth"", ""a video frame showing the man in black""]","[""what does the man in black do after shaking his hand near his mouth in the middle"", ""a video frame showing the man in black shaking his hand near his mouth""]",,3,2,1,what_do,,"[""a video frame showing man in black shaking his hand near his mouth in the middle"", ""a video frame showing man in black""]",stratified_TN,,,
6,6025238212,what does the girl in gold do after attempting to hit the man at the end,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl in gold attempting to hit the man,the girl in gold,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the girl in gold do after attempting to hit the man at the end"", ""a video frame showing the girl in gold attempting to hit the man"", ""a video frame showing the girl in gold""]","[""what does the girl in gold do after attempting to hit the man at the end"", ""a video frame showing the girl in gold attempting to hit the man""]",,3,2,1,what_do,,"[""a video frame showing girl in gold attempting to hit the man at the end"", ""a video frame showing girl in gold""]",stratified_TN,,,
4,2932897373,what did the man in grey and lady in white do after looking at the sign board in the middle of video,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man in grey and lady in white looking at the sign board,the man in grey and lady in white,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man in grey and lady in white do after looking at the sign board in the middle of video"", ""a video frame showing the man in grey and lady in white looking at the sign board"", ""a video frame showing the man in grey and lady in white""]","[""what did the man in grey and lady in white do after looking at the sign board in the middle of video"", ""a video frame showing the man in grey and lady in white looking at the sign board""]",,3,2,1,what_do,,"[""a video frame showing man in grey and lady in white looking at the sign board in the middle of video"", ""a video frame showing man in grey and lady in white""]",stratified_TN,,,
2,11566980553,what did the lady do after putting aside the present,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady putting aside the present,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady do after putting aside the present"", ""a video frame showing the lady putting aside the present"", ""a video frame showing the lady""]","[""what did the lady do after putting aside the present"", ""a video frame showing the lady putting aside the present""]",,3,2,1,what_do,,"[""a video frame showing lady putting aside the present"", ""a video frame showing lady""]",stratified_TN,,,
8,8189958994,what did the lady do after she stopped the black dog from circling her,TN,AFTER,AFTER,AFTER,0,clause_extracted,she stopped the black dog from circling her,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady do after she stopped the black dog from circling her"", ""a video frame showing she stopped the black dog from circling her"", ""a video frame showing the lady""]","[""what did the lady do after she stopped the black dog from circling her"", ""a video frame showing she stopped the black dog from circling her""]",,3,2,0,what_do,,"[""a video frame showing lady she stopped the black dog from circling her"", ""a video frame showing lady""]",stratified_TN,,,
6,4765717907,what did the boy do after being let on the ground near the end,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy being let on the ground near the end,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after being let on the ground near the end"", ""a video frame showing the boy being let on the ground near the end"", ""a video frame showing the boy""]","[""what did the boy do after being let on the ground near the end"", ""a video frame showing the boy being let on the ground near the end""]",,3,2,1,what_do,,"[""a video frame showing boy being let on the ground near the end"", ""a video frame showing boy""]",stratified_TN,,,
6,8188651630,what does the cat do right at the end after the human s foot rubbed its cheeks and face,TN,AFTER,AFTER,AFTER,0,clause_extracted,the human s foot rubbed its cheeks and face,,"[""original"", ""anchor_primary""]","[""what does the cat do right at the end after the human's foot rubbed its cheeks and face"", ""a video frame showing the human's foot rubbed its cheeks and face""]","[""what does the cat do right at the end after the human's foot rubbed its cheeks and face"", ""a video frame showing the human's foot rubbed its cheeks and face""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the cat do right at the end after the human's foot rubbed its cheeks and face"", ""what does the cat do right at the end after the human's foot rubbed its cheeks and face""]",stratified_TN,,,
10,4970148391,what does the boy do after hitting the second balloon,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy hitting the second balloon,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after hitting the second balloon"", ""a video frame showing the boy hitting the second balloon"", ""a video frame showing the boy""]","[""what does the boy do after hitting the second balloon"", ""a video frame showing the boy hitting the second balloon""]",,3,2,1,what_do,,"[""a video frame showing boy hitting the second balloon"", ""a video frame showing boy""]",stratified_TN,,,
4,6253433310,what did the boy do after his head first came up the water,TN,AFTER,AFTER,AFTER,0,clause_extracted,his head first came up the water,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after his head first came up the water"", ""a video frame showing his head first came up the water"", ""a video frame showing the boy""]","[""what did the boy do after his head first came up the water"", ""a video frame showing his head first came up the water""]",,3,2,0,what_do,,"[""a video frame showing boy his head first came up the water"", ""a video frame showing boy""]",stratified_TN,,,
0,8455160795,what does the person with the stick do after pointing forward with the stick in the middle,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person with the stick pointing forward with the stick,the person with the stick,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the person with the stick do after pointing forward with the stick in the middle"", ""a video frame showing the person with the stick pointing forward with the stick"", ""a video frame showing the person with the stick""]","[""what does the person with the stick do after pointing forward with the stick in the middle"", ""a video frame showing the person with the stick pointing forward with the stick""]",,3,2,1,what_do,,"[""a video frame showing person with the stick pointing forward with the stick in the middle"", ""a video frame showing person with the stick""]",stratified_TN,,,
1,4955723618,what did the man in grey do after he finished his speech,TN,AFTER,AFTER,AFTER,0,clause_extracted,he finished his speech,the man in grey,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man in grey do after he finished his speech"", ""a video frame showing he finished his speech"", ""a video frame showing the man in grey""]","[""what did the man in grey do after he finished his speech"", ""a video frame showing he finished his speech""]",,3,2,0,what_do,,"[""a video frame showing man in grey he finished his speech"", ""a video frame showing man in grey""]",stratified_TN,,,
8,3376544720,what does the man in striped do after the man in black gets on the bull,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man in black gets on the bull,the man in striped,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the man in striped do after the man in black gets on the bull"", ""a video frame showing the man in black gets on the bull"", ""a video frame showing the man in striped""]","[""what does the man in striped do after the man in black gets on the bull"", ""a video frame showing the man in black gets on the bull""]",,3,2,0,what_do,,"[""a video frame showing man in striped the man in black gets on the bull"", ""a video frame showing man in striped""]",stratified_TN,,,
4,4762946272,what did the boy do after the woman poured the flour into the spoon,TN,AFTER,AFTER,AFTER,0,clause_extracted,the woman poured the flour into the spoon,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after the woman poured the flour into the spoon"", ""a video frame showing the woman poured the flour into the spoon"", ""a video frame showing the boy""]","[""what did the boy do after the woman poured the flour into the spoon"", ""a video frame showing the woman poured the flour into the spoon""]",,3,2,0,what_do,,"[""a video frame showing boy the woman poured the flour into the spoon"", ""a video frame showing boy""]",stratified_TN,,,
11,3026084730,what did the three men do after the middle man finished speaking,TN,AFTER,AFTER,AFTER,0,clause_extracted,the middle man finished speaking,the three men,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the three men do after the middle man finished speaking"", ""a video frame showing the middle man finished speaking"", ""a video frame showing the three men""]","[""what did the three men do after the middle man finished speaking"", ""a video frame showing the middle man finished speaking""]",,3,2,0,what_do,,"[""a video frame showing three men the middle man finished speaking"", ""a video frame showing three men""]",stratified_TN,,,
1,8455160795,what does the person with a stick do after suddenly moving forward onto the shore near the start,TN,AFTER,AFTER,AFTER,0,clause_extracted,the person with a stick suddenly moving forward onto the shore near the start,the person with a stick,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the person with a stick do after suddenly moving forward onto the shore near the start"", ""a video frame showing the person with a stick suddenly moving forward onto the shore near the start"", ""a video frame showing the person with a stick""]","[""what does the person with a stick do after suddenly moving forward onto the shore near the start"", ""a video frame showing the person with a stick suddenly moving forward onto the shore near the start""]",,3,2,1,what_do,,"[""a video frame showing person with a stick suddenly moving forward onto the shore near the start"", ""a video frame showing person with a stick""]",stratified_TN,,,
4,4219909195,what did the girl do after the man pat the pillow,TN,AFTER,AFTER,AFTER,0,clause_extracted,the man pat the pillow,the girl,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl do after the man pat the pillow"", ""a video frame showing the man pat the pillow"", ""a video frame showing the girl""]","[""what did the girl do after the man pat the pillow"", ""a video frame showing the man pat the pillow""]",,3,2,0,what_do,,"[""a video frame showing girl the man pat the pillow"", ""a video frame showing girl""]",stratified_TN,,,
5,8457210773,what did the brown dog do after the black dog with red collar walked past in the middle,TN,AFTER,AFTER,AFTER,0,clause_extracted,the black dog with red collar walked past,the brown dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the brown dog do after the black dog with red collar walked past in the middle"", ""a video frame showing the black dog with red collar walked past"", ""a video frame showing the brown dog""]","[""what did the brown dog do after the black dog with red collar walked past in the middle"", ""a video frame showing the black dog with red collar walked past""]",,3,2,0,what_do,,"[""a video frame showing brown dog the black dog with red collar walked past in the middle"", ""a video frame showing brown dog""]",stratified_TN,,,
4,7605329840,what did the girl in stripes do after blowing the green balloon,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl in stripes blowing the green balloon,the girl in stripes,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the girl in stripes do after blowing the green balloon"", ""a video frame showing the girl in stripes blowing the green balloon"", ""a video frame showing the girl in stripes""]","[""what did the girl in stripes do after blowing the green balloon"", ""a video frame showing the girl in stripes blowing the green balloon""]",,3,2,1,what_do,,"[""a video frame showing girl in stripes blowing the green balloon"", ""a video frame showing girl in stripes""]",stratified_TN,,,
9,9408800471,what does the dog do after the boy throws the balloon up,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy throws the balloon up,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the dog do after the boy throws the balloon up"", ""a video frame showing the boy throws the balloon up"", ""a video frame showing the dog""]","[""what does the dog do after the boy throws the balloon up"", ""a video frame showing the boy throws the balloon up""]",,3,2,0,what_do,,"[""a video frame showing dog the boy throws the balloon up"", ""a video frame showing dog""]",stratified_TN,,,
7,4147398280,what does the boy do after managing to solve one face of the rubik,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy managing to solve one face of the rubik,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy do after managing to solve one face of the rubik"", ""a video frame showing the boy managing to solve one face of the rubik"", ""a video frame showing the boy""]","[""what does the boy do after managing to solve one face of the rubik"", ""a video frame showing the boy managing to solve one face of the rubik""]",,3,2,1,what_do,,"[""a video frame showing boy managing to solve one face of the rubik"", ""a video frame showing boy""]",stratified_TN,,,
10,6592821115,what did the lady in stripped do after the lady in grey hugged the girl in pink,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady in grey hugged the girl in pink,the lady in stripped,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady in stripped do after the lady in grey hugged the girl in pink"", ""a video frame showing the lady in grey hugged the girl in pink"", ""a video frame showing the lady in stripped""]","[""what did the lady in stripped do after the lady in grey hugged the girl in pink"", ""a video frame showing the lady in grey hugged the girl in pink""]",,3,2,0,what_do,,"[""a video frame showing lady in stripped the lady in grey hugged the girl in pink"", ""a video frame showing lady in stripped""]",stratified_TN,,,
2,3897746373,what did the man do after the girl in pink swam,TN,AFTER,AFTER,AFTER,0,clause_extracted,the girl in pink swam,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do after the girl in pink swam"", ""a video frame showing the girl in pink swam"", ""a video frame showing the man""]","[""what did the man do after the girl in pink swam"", ""a video frame showing the girl in pink swam""]",,3,2,0,what_do,,"[""a video frame showing man the girl in pink swam"", ""a video frame showing man""]",stratified_TN,,,
7,4846820256,what did the boy do after he turned back at the end of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,he turned back,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do after he turned back at the end of the video"", ""a video frame showing he turned back"", ""a video frame showing the boy""]","[""what did the boy do after he turned back at the end of the video"", ""a video frame showing he turned back""]",,3,2,0,what_do,,"[""a video frame showing boy he turned back at the end of the video"", ""a video frame showing boy""]",stratified_TN,,,
4,8493226484,what does the lady do after putting her hand behind the head of the boy at the start,TN,AFTER,AFTER,AFTER,0,clause_extracted,the lady putting her hand behind the head of the boy at the start,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the lady do after putting her hand behind the head of the boy at the start"", ""a video frame showing the lady putting her hand behind the head of the boy at the start"", ""a video frame showing the lady""]","[""what does the lady do after putting her hand behind the head of the boy at the start"", ""a video frame showing the lady putting her hand behind the head of the boy at the start""]",,3,2,1,what_do,,"[""a video frame showing lady putting her hand behind the head of the boy at the start"", ""a video frame showing lady""]",stratified_TN,,,
6,2796821016,what does the boy in striped do after bumping into the other boy in the middle of the video,TN,AFTER,AFTER,AFTER,0,clause_extracted,the boy in striped bumping into the other boy,the boy in striped,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the boy in striped do after bumping into the other boy in the middle of the video"", ""a video frame showing the boy in striped bumping into the other boy"", ""a video frame showing the boy in striped""]","[""what does the boy in striped do after bumping into the other boy in the middle of the video"", ""a video frame showing the boy in striped bumping into the other boy""]",,3,2,1,what_do,,"[""a video frame showing boy in striped bumping into the other boy in the middle of the video"", ""a video frame showing boy in striped""]",stratified_TN,,,
7,6097994550,what did the man lying down do before he rolled over,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he rolled over,the man lying down,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man lying down do before he rolled over"", ""a video frame showing he rolled over"", ""a video frame showing the man lying down""]","[""what did the man lying down do before he rolled over"", ""a video frame showing he rolled over""]",,3,2,0,what_do,,"[""a video frame showing man lying down he rolled over"", ""a video frame showing man lying down""]",stratified_TP,,,
8,12392885583,what did the man wearing the grey jacket do before the baby got the pacifier,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the baby got the pacifier,the man wearing the grey jacket,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man wearing the grey jacket do before the baby got the pacifier"", ""a video frame showing the baby got the pacifier"", ""a video frame showing the man wearing the grey jacket""]","[""what did the man wearing the grey jacket do before the baby got the pacifier"", ""a video frame showing the baby got the pacifier""]",,3,2,0,what_do,,"[""a video frame showing man wearing the grey jacket the baby got the pacifier"", ""a video frame showing man wearing the grey jacket""]",stratified_TP,,,
6,4968805923,what did the rightmost man in black do before the man in white hit the balloon,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the man in white hit the balloon,the rightmost man in black,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the rightmost man in black do before the man in white hit the balloon"", ""a video frame showing the man in white hit the balloon"", ""a video frame showing the rightmost man in black""]","[""what did the rightmost man in black do before the man in white hit the balloon"", ""a video frame showing the man in white hit the balloon""]",,3,2,0,what_do,,"[""a video frame showing rightmost man in black the man in white hit the balloon"", ""a video frame showing rightmost man in black""]",stratified_TP,,,
3,4388652400,what is the dog doing before being touched by the man,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the dog being touched by the man,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what is the dog doing before being touched by the man"", ""a video frame showing the dog being touched by the man"", ""a video frame showing the dog""]","[""what is the dog doing before being touched by the man"", ""a video frame showing the dog being touched by the man""]",,3,2,1,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the dog doing before being touched by the man"", ""what is the dog doing before being touched by the man""]",stratified_TP,,,
2,5308503740,what did the black and white rabbit do before climbing towards the tree,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the black and white rabbit climbing towards the tree,the black and white rabbit,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the black and white rabbit do before climbing towards the tree"", ""a video frame showing the black and white rabbit climbing towards the tree"", ""a video frame showing the black and white rabbit""]","[""what did the black and white rabbit do before climbing towards the tree"", ""a video frame showing the black and white rabbit climbing towards the tree""]",,3,2,1,what_do,,"[""a video frame showing black and white rabbit climbing towards the tree"", ""a video frame showing black and white rabbit""]",stratified_TP,,,
8,4584426085,what was the puppy doing before the lady put the red shirt over its body,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the lady put the red shirt over its body,the puppy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the puppy doing before the lady put the red shirt over its body"", ""a video frame showing the lady put the red shirt over its body"", ""a video frame showing the puppy""]","[""what was the puppy doing before the lady put the red shirt over its body"", ""a video frame showing the lady put the red shirt over its body""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the puppy doing before the lady put the red shirt over its body"", ""what was the puppy doing before the lady put the red shirt over its body""]",stratified_TP,,,
1,4968805923,what is the man in white holding behind his back before he moved his arms,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he moved his arms,,"[""original"", ""anchor_primary""]","[""what is the man in white holding behind his back before he moved his arms"", ""a video frame showing he moved his arms""]","[""what is the man in white holding behind his back before he moved his arms"", ""a video frame showing he moved his arms""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the man in white holding behind his back before he moved his arms"", ""what is the man in white holding behind his back before he moved his arms""]",stratified_TP,,,
3,7364407194,what did the baby in blue do before he looked up at the end,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he looked up,the baby in blue,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the baby in blue do before he looked up at the end"", ""a video frame showing he looked up"", ""a video frame showing the baby in blue""]","[""what did the baby in blue do before he looked up at the end"", ""a video frame showing he looked up""]",,3,2,0,what_do,,"[""a video frame showing baby in blue he looked up at the end"", ""a video frame showing baby in blue""]",stratified_TP,,,
5,2930782930,what did the lady do before she kissed the baby,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,she kissed the baby,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the lady do before she kissed the baby"", ""a video frame showing she kissed the baby"", ""a video frame showing the lady""]","[""what did the lady do before she kissed the baby"", ""a video frame showing she kissed the baby""]",,3,2,0,what_do,,"[""a video frame showing lady she kissed the baby"", ""a video frame showing lady""]",stratified_TP,,,
3,5445581571,what is the white dog playing with before he looked up,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he looked up,,"[""original"", ""anchor_primary""]","[""what is the white dog playing with before he looked up"", ""a video frame showing he looked up""]","[""what is the white dog playing with before he looked up"", ""a video frame showing he looked up""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing what is the white dog playing with before he looked up"", ""what is the white dog playing with before he looked up""]",stratified_TP,,,
4,4516967897,what were the two ladies doing before they started talking at the start of the video,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,they started talking at the start of the video,the two ladies,"[""original"", ""anchor_primary"", ""target_entity""]","[""what were the two ladies doing before they started talking at the start of the video"", ""a video frame showing they started talking at the start of the video"", ""a video frame showing the two ladies""]","[""what were the two ladies doing before they started talking at the start of the video"", ""a video frame showing they started talking at the start of the video""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what were the two ladies doing before they started talking at the start of the video"", ""what were the two ladies doing before they started talking at the start of the video""]",stratified_TP,,,
8,3429509208,what did the boy do before he raised his hand to take the camera,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he raised his hand to take the camera,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do before he raised his hand to take the camera"", ""a video frame showing he raised his hand to take the camera"", ""a video frame showing the boy""]","[""what did the boy do before he raised his hand to take the camera"", ""a video frame showing he raised his hand to take the camera""]",,3,2,0,what_do,,"[""a video frame showing boy he raised his hand to take the camera"", ""a video frame showing boy""]",stratified_TP,,,
3,3972259774,what do the people do before the man in yellow hands the box over to the lady,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the man in yellow hands the box over to the lady,the people,"[""original"", ""anchor_primary"", ""target_entity""]","[""what do the people do before the man in yellow hands the box over to the lady"", ""a video frame showing the man in yellow hands the box over to the lady"", ""a video frame showing the people""]","[""what do the people do before the man in yellow hands the box over to the lady"", ""a video frame showing the man in yellow hands the box over to the lady""]",,3,2,0,what_do,no_clause_pattern_matched,"[""a video frame showing what do the people do before the man in yellow hands the box over to the lady"", ""what do the people do before the man in yellow hands the box over to the lady""]",stratified_TP,,,
9,8189958994,what is the lady doing before she stopped the dog in the beginning of the video,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,she stopped the dog,the lady,"[""original"", ""anchor_primary"", ""target_entity""]","[""what is the lady doing before she stopped the dog in the beginning of the video"", ""a video frame showing she stopped the dog"", ""a video frame showing the lady""]","[""what is the lady doing before she stopped the dog in the beginning of the video"", ""a video frame showing she stopped the dog""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what is the lady doing before she stopped the dog in the beginning of the video"", ""what is the lady doing before she stopped the dog in the beginning of the video""]",stratified_TP,,,
9,10030609934,what did the boy do before he bend down at the beginning of the video,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he bend down,the boy,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy do before he bend down at the beginning of the video"", ""a video frame showing he bend down"", ""a video frame showing the boy""]","[""what did the boy do before he bend down at the beginning of the video"", ""a video frame showing he bend down""]",,3,2,0,what_do,,"[""a video frame showing boy he bend down at the beginning of the video"", ""a video frame showing boy""]",stratified_TP,,,
4,8557532213,what did the boy in yellow do before he passed the ball to the boy in blue,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he passed the ball to the boy in blue,the boy in yellow,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the boy in yellow do before he passed the ball to the boy in blue"", ""a video frame showing he passed the ball to the boy in blue"", ""a video frame showing the boy in yellow""]","[""what did the boy in yellow do before he passed the ball to the boy in blue"", ""a video frame showing he passed the ball to the boy in blue""]",,3,2,0,what_do,,"[""a video frame showing boy in yellow he passed the ball to the boy in blue"", ""a video frame showing boy in yellow""]",stratified_TP,,,
1,6239210933,what does the child look at before drawing on the pink toy,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,drawing on the pink toy,,"[""original"", ""anchor_primary""]","[""what does the child look at before drawing on the pink toy"", ""a video frame showing drawing on the pink toy""]","[""what does the child look at before drawing on the pink toy"", ""a video frame showing drawing on the pink toy""]",,2,2,0,what_head,no_clause_pattern_matched,"[""a video frame showing the child look at before drawing on the pink toy"", ""what does the child look at before drawing on the pink toy""]",stratified_TP,,,
9,5801184682,what did the human do when the cat hid before the black bag,TP,BEFORE,DURING,BEFORE,1,clause_extracted,the cat hid before the black bag,the human,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the human do when the cat hid before the black bag"", ""a video frame showing the cat hid before the black bag"", ""a video frame showing the human""]","[""what did the human do when the cat hid before the black bag"", ""a video frame showing the cat hid before the black bag""]",,3,2,0,what_do,,"[""a video frame showing the cat hid before the black bag"", ""a video frame showing human near the cat hid before the black bag""]",stratified_TP,,,
4,3897746373,what did the man do before the girl in pink started swimming,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the girl in pink started swimming,the man,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man do before the girl in pink started swimming"", ""a video frame showing the girl in pink started swimming"", ""a video frame showing the man""]","[""what did the man do before the girl in pink started swimming"", ""a video frame showing the girl in pink started swimming""]",,3,2,0,what_do,,"[""a video frame showing man the girl in pink started swimming"", ""a video frame showing man""]",stratified_TP,,,
7,8457210773,what did the black dog do before it stood up at the end,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,it stood up,the black dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the black dog do before it stood up at the end"", ""a video frame showing it stood up"", ""a video frame showing the black dog""]","[""what did the black dog do before it stood up at the end"", ""a video frame showing it stood up""]",,3,2,0,what_do,,"[""a video frame showing black dog it stood up at the end"", ""a video frame showing black dog""]",stratified_TP,,,
0,5498331490,what was the cat doing before it first turned around,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,it first turned around,the cat,"[""original"", ""anchor_primary"", ""target_entity""]","[""what was the cat doing before it first turned around"", ""a video frame showing it first turned around"", ""a video frame showing the cat""]","[""what was the cat doing before it first turned around"", ""a video frame showing it first turned around""]",,3,2,0,what_doing,no_clause_pattern_matched,"[""a video frame showing what was the cat doing before it first turned around"", ""what was the cat doing before it first turned around""]",stratified_TP,,,
6,4955723618,what did the man in black in front of the man in grey do before the man in grey passed him the microphone,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,the man in grey passed him the microphone,the man in black in front of the man in grey,"[""original"", ""anchor_primary"", ""target_entity""]","[""what did the man in black in front of the man in grey do before the man in grey passed him the microphone"", ""a video frame showing the man in grey passed him the microphone"", ""a video frame showing the man in black in front of the man in grey""]","[""what did the man in black in front of the man in grey do before the man in grey passed him the microphone"", ""a video frame showing the man in grey passed him the microphone""]",,3,2,0,what_do,,"[""a video frame showing man in black in front of the man in grey the man in grey passed him the microphone"", ""a video frame showing man in black in front of the man in grey""]",stratified_TP,,,
7,4420239986,what does the dog do before he goes under the table at the end,TP,BEFORE,BEFORE,BEFORE,0,clause_extracted,he goes under the table,the dog,"[""original"", ""anchor_primary"", ""target_entity""]","[""what does the dog do before he goes under the table at the end"", ""a video frame showing he goes under the table"", ""a video frame showing the dog""]","[""what does the dog do before he goes under the table at the end"", ""a video frame showing he goes under the table""]",,3,2,0,what_do,,"[""a video frame showing dog he goes under the table at the end"", ""a video frame showing dog""]",stratified_TP,,,
